XCoord	YCoord	V	A	T	DeltaV	DeltaA
565932.9	1856535.56	1972.810	-0.009	0.000	191.584	0.087
565932.9	1856535.56	1998.941	-0.008	0.100	198.558	0.087
565932.9	1856535.56	2033.324	-0.006	0.200	207.735	0.087
565932.9	1856535.56	2067.706	-0.005	0.300	216.912	0.087
565932.9	1856535.56	2102.089	-0.003	0.400	226.089	0.087
565932.9	1856535.56	2136.472	-0.002	0.500	235.265	0.087
565932.9	1856535.56	2170.854	-0.0	0.600	244.442	0.087
565932.9	1856535.56	2205.237	0.002	0.700	253.619	0.087
565932.9	1856535.56	2254.563	0.002	0.800	261.872	0.135
565932.9	1856535.56	2326.475	0.002	0.900	268.728	0.254
565932.9	1856535.56	2398.387	0.001	1.000	275.585	0.374
565932.9	1856535.56	2470.300	0.0	1.100	282.441	0.493
565932.9	1856535.56	2486.250	0.0	1.200	283.962	0.52
565932.9	1856535.56	2486.250	0.0	1.300	283.962	0.52
565932.9	1856535.56	2486.250	0.0	1.400	283.962	0.52
565932.9	1856535.56	2486.250	0.0	1.500	283.962	0.52
565932.9	1856535.56	3133.340	0.0	1.872	641.958	0.52
565932.9	1856535.56	3864.410	0.0	2.352	876.068	0.52
565932.9	1856535.56	5849.600	0.0	3.935	1512.02	0.52
564792.95	1854993.27	1965.600	-0.001	0.000	249.25	0.087
564792.95	1854993.27	2002.184	-0.001	0.100	253.501	0.087
564792.95	1854993.27	2051.527	-0.002	0.200	259.235	0.087
564792.95	1854993.27	2100.869	-0.002	0.300	264.969	0.087
564792.95	1854993.27	2150.212	-0.003	0.400	270.703	0.087
564792.95	1854993.27	2199.554	-0.003	0.500	276.437	0.087
564792.95	1854993.27	2248.897	-0.004	0.600	282.171	0.087
564792.95	1854993.27	2298.239	-0.004	0.700	287.905	0.087
564792.95	1854993.27	2346.662	-0.003	0.800	293.703	0.087
564792.95	1854993.27	2394.604	-0.002	0.900	299.534	0.087
564792.95	1854993.27	2442.547	-0.001	1.000	305.365	0.087
564792.95	1854993.27	2478.810	0.0	1.100	309.776	0.087
564792.95	1854993.27	2478.810	0.0	1.200	309.776	0.087
564792.95	1854993.27	2478.810	0.0	1.300	309.776	0.087
564792.95	1854993.27	2478.810	0.0	1.400	309.776	0.087
564792.95	1854993.27	2478.810	0.0	1.500	309.776	0.087
564792.95	1854993.27	3150.400	0.0	1.862	574.395	0.52
564792.95	1854993.27	3688.130	0.0	2.308	724.313	0.52
564792.95	1854993.27	4850.340	0.0	3.064	1179.78	0.52
564792.95	1854993.27	5928.000	0.0	3.976	1512.96	0.52
563317.72	1853518.04	1933.620	-0.005	0.000	281.484	0.087
563317.72	1853518.04	1972.413	-0.005	0.100	283.707	0.087
563317.72	1853518.04	2023.457	-0.004	0.200	286.632	0.087
563317.72	1853518.04	2074.501	-0.004	0.300	289.558	0.087
563317.72	1853518.04	2125.545	-0.004	0.400	292.483	0.087
563317.72	1853518.04	2176.589	-0.003	0.500	295.408	0.087
563317.72	1853518.04	2227.633	-0.003	0.600	298.333	0.087
563317.72	1853518.04	2278.677	-0.003	0.700	301.259	0.087
563317.72	1853518.04	2332.819	-0.002	0.800	304.182	0.087
563317.72	1853518.04	2406.139	-0.001	0.900	307.096	0.087
563317.72	1853518.04	2479.458	-0.0	1.000	310.01	0.087
563317.72	1853518.04	2516.000	0.0	1.100	311.462	0.087
563317.72	1853518.04	2516.000	0.0	1.200	311.462	0.087
563317.72	1853518.04	2516.000	0.0	1.300	311.462	0.087
563317.72	1853518.04	2516.000	0.0	1.400	311.462	0.087
563317.72	1853518.04	2516.000	0.0	1.500	311.462	0.087
563317.72	1853518.04	3014.330	0.0	1.893	534.046	0.52
563317.72	1853518.04	3634.700	0.0	2.308	655.791	0.52
563317.72	1853518.04	4888.140	0.0	3.064	1216.61	0.52
563317.72	1853518.04	5748.800	0.0	3.961	1514.88	0.52
567810.47	1857742.56	1943.290	0.0	0.000	188.132	0.087
567810.47	1857742.56	1967.305	0.0	0.100	194.273	0.087
567810.47	1857742.56	1997.583	0.001	0.200	202.015	0.087
567810.47	1857742.56	2027.862	0.002	0.300	209.757	0.087
567810.47	1857742.56	2069.099	0.001	0.400	224.924	0.087
567810.47	1857742.56	2112.339	-0.0	0.500	241.449	0.087
567810.47	1857742.56	2155.579	-0.001	0.600	257.973	0.087
567810.47	1857742.56	2198.819	-0.002	0.700	274.497	0.087
567810.47	1857742.56	2249.727	-0.003	0.800	290.961	0.087
567810.47	1857742.56	2325.933	-0.001	0.900	307.223	0.087
567810.47	1857742.56	2399.449	0.0	1.000	323.484	0.109
567810.47	1857742.56	2460.285	0.0	1.100	339.746	0.232
567810.47	1857742.56	2521.120	0.0	1.200	356.008	0.356
567810.47	1857742.56	2581.956	0.0	1.300	372.27	0.48
567810.47	1857742.56	2601.600	0.0	1.400	377.521	0.52
567810.47	1857742.56	2601.600	0.0	1.500	377.521	0.52
567810.47	1857742.56	2954.830	0.0	1.944	424.841	0.52
567810.47	1857742.56	3341.600	0.0	2.353	458.878	0.52
567810.47	1857742.56	6035.950	0.0	3.968	1507.49	0.52
569285.7	1858480.18	1896.580	0.002	0.000	151.35	0.087
569285.7	1858480.18	1929.112	0.002	0.100	155.703	0.087
569285.7	1858480.18	1971.917	0.002	0.200	161.43	0.087
569285.7	1858480.18	2014.722	0.002	0.300	167.158	0.087
569285.7	1858480.18	2057.526	0.002	0.400	172.885	0.087
569285.7	1858480.18	2100.331	0.002	0.500	178.612	0.087
569285.7	1858480.18	2143.136	0.002	0.600	184.34	0.087
569285.7	1858480.18	2185.941	0.002	0.700	190.067	0.087
569285.7	1858480.18	2228.746	0.002	0.800	195.795	0.087
569285.7	1858480.18	2283.785	0.001	0.900	201.522	0.087
569285.7	1858480.18	2338.710	0.0	1.000	207.135	0.087
569285.7	1858480.18	2338.710	0.0	1.100	207.135	0.087
569285.7	1858480.18	2338.710	0.0	1.200	207.135	0.087
569285.7	1858480.18	2338.710	0.0	1.300	207.135	0.087
569285.7	1858480.18	2338.710	0.0	1.400	207.135	0.087
569285.7	1858480.18	2338.710	0.0	1.500	207.135	0.087
569285.7	1858480.18	2792.000	0.0	1.728	341.651	0.52
569285.7	1858480.18	3311.850	0.0	2.358	460.69	0.52
569285.7	1858480.18	5883.200	0.0	3.961	1458.21	0.52
571565.61	1859754.24	1870.740	0.0	0.000	210.125	0.087
571565.61	1859754.24	1901.773	0.0	0.100	208.949	0.087
571565.61	1859754.24	1942.605	0.0	0.200	207.401	0.087
571565.61	1859754.24	1983.437	0.001	0.300	205.853	0.087
571565.61	1859754.24	2024.270	0.001	0.400	204.305	0.087
571565.61	1859754.24	2065.102	0.001	0.500	202.757	0.087
571565.61	1859754.24	2105.934	0.001	0.600	201.209	0.087
571565.61	1859754.24	2146.767	0.002	0.700	199.661	0.087
571565.61	1859754.24	2193.335	0.001	0.800	198.129	0.087
571565.61	1859754.24	2254.359	0.0	0.900	196.637	0.087
571565.61	1859754.24	2282.430	0.0	1.000	195.951	0.087
571565.61	1859754.24	2282.430	0.0	1.100	195.951	0.087
571565.61	1859754.24	2282.430	0.0	1.200	195.951	0.087
571565.61	1859754.24	2282.430	0.0	1.300	195.951	0.087
571565.61	1859754.24	2282.430	0.0	1.400	195.951	0.087
571565.61	1859754.24	2282.430	0.0	1.500	195.951	0.087
571565.61	1859754.24	2932.520	0.0	1.980	358.253	0.52
571565.61	1859754.24	3742.460	0.0	2.332	802.303	0.52
571565.61	1859754.24	5961.600	0.0	3.961	1585.53	0.52
574180.79	1861229.48	1920.700	0.0	0.000	240.651	0.087
574180.79	1861229.48	1969.163	0.001	0.100	240.958	0.087
574180.79	1861229.48	2017.626	0.002	0.200	241.265	0.087
574180.79	1861229.48	2066.089	0.002	0.300	241.572	0.087
574180.79	1861229.48	2114.552	0.003	0.400	241.88	0.087
574180.79	1861229.48	2163.015	0.004	0.500	242.187	0.087
574180.79	1861229.48	2211.477	0.005	0.600	242.494	0.087
574180.79	1861229.48	2259.940	0.006	0.700	242.801	0.087
574180.79	1861229.48	2299.617	0.006	0.800	243.108	0.087
574180.79	1861229.48	2299.265	0.003	0.900	243.416	0.087
574180.79	1861229.48	2303.842	0.0	1.000	243.723	0.109
574180.79	1861229.48	2333.885	0.0	1.100	244.03	0.245
574180.79	1861229.48	2363.927	0.0	1.200	244.338	0.381
574180.79	1861229.48	2393.969	0.0	1.300	244.645	0.517
574180.79	1861229.48	2394.570	0.0	1.400	244.651	0.52
574180.79	1861229.48	2394.570	0.0	1.500	244.651	0.52
574180.79	1861229.48	2786.400	0.002	1.919	352.8	0.52
574180.79	1861229.48	3763.560	0.0	2.348	1030.95	0.52
574180.79	1861229.48	5778.460	0.0	3.962	1514.24	0.52
573040.84	1860491.86	1896.550	-0.001	0.000	229.356	0.087
573040.84	1860491.86	1927.239	-0.001	0.100	230.818	0.087
573040.84	1860491.86	1957.928	-0.0	0.200	232.279	0.087
573040.84	1860491.86	1988.617	0.0	0.300	233.741	0.087
573040.84	1860491.86	2019.306	0.0	0.400	235.202	0.087
573040.84	1860491.86	2049.995	0.001	0.500	236.664	0.087
573040.84	1860491.86	2080.684	0.001	0.600	238.125	0.087
573040.84	1860491.86	2111.373	0.001	0.700	239.587	0.087
573040.84	1860491.86	2142.062	0.002	0.800	241.048	0.087
573040.84	1860491.86	2177.671	0.001	0.900	242.384	0.087
573040.84	1860491.86	2213.632	0.0	1.000	243.711	0.087
573040.84	1860491.86	2276.082	0.0	1.100	245.202	0.221
573040.84	1860491.86	2342.670	0.0	1.200	246.718	0.376
573040.84	1860491.86	2404.430	0.0	1.300	248.125	0.52
573040.84	1860491.86	2404.430	0.0	1.400	248.125	0.52
573040.84	1860491.86	2404.430	0.0	1.500	248.125	0.52
573040.84	1860491.86	2843.260	0.0	1.924	351.055	0.52
573040.84	1860491.86	3776.650	0.0	2.348	945.176	0.52
573040.84	1860491.86	5833.330	0.0	3.981	1553.49	0.52
570425.65	1859217.8	1928.410	0.002	0.000	177.911	0.087
570425.65	1859217.8	1965.151	0.002	0.100	178.968	0.087
570425.65	1859217.8	2003.896	0.001	0.200	180.082	0.087
570425.65	1859217.8	2042.640	0.0	0.300	181.196	0.087
570425.65	1859217.8	2081.385	-0.001	0.400	182.31	0.087
570425.65	1859217.8	2120.130	-0.002	0.500	183.425	0.087
570425.65	1859217.8	2158.874	-0.003	0.600	184.539	0.087
570425.65	1859217.8	2197.619	-0.003	0.700	185.653	0.087
570425.65	1859217.8	2236.161	-0.004	0.800	186.769	0.087
570425.65	1859217.8	2272.311	-0.004	0.900	187.911	0.087
570425.65	1859217.8	2288.940	-0.003	1.000	188.436	0.087
570425.65	1859217.8	2288.940	-0.003	1.100	188.436	0.087
570425.65	1859217.8	2288.940	-0.003	1.200	188.436	0.087
570425.65	1859217.8	2288.940	-0.003	1.300	188.436	0.087
570425.65	1859217.8	2288.940	-0.003	1.400	188.436	0.087
570425.65	1859217.8	2288.940	-0.003	1.500	188.436	0.087
570425.65	1859217.8	2939.960	0.0	1.975	365.836	0.52
570425.65	1859217.8	3623.370	0.0	2.332	633.843	0.52
570425.65	1859217.8	5924.800	0.0	3.960	1524.06	0.52
568548.09	1858010.79	1913.540	0.0	0.000	169.62	0.087
568548.09	1858010.79	1935.398	-0.0	0.100	176.739	0.087
568548.09	1858010.79	1967.090	-0.0	0.200	187.06	0.087
568548.09	1858010.79	1998.781	-0.001	0.300	197.381	0.087
568548.09	1858010.79	2040.901	-0.001	0.400	207.442	0.087
568548.09	1858010.79	2088.919	-0.001	0.500	217.356	0.087
568548.09	1858010.79	2136.938	-0.0	0.600	227.27	0.087
568548.09	1858010.79	2184.956	-0.0	0.700	237.184	0.087
568548.09	1858010.79	2238.715	0.0	0.800	247.804	0.087
568548.09	1858010.79	2312.828	0.0	0.900	260.928	0.087
568548.09	1858010.79	2377.780	0.0	1.000	272.43	0.087
568548.09	1858010.79	2377.780	0.0	1.100	272.43	0.087
568548.09	1858010.79	2377.780	0.0	1.200	272.43	0.087
568548.09	1858010.79	2377.780	0.0	1.300	272.43	0.087
568548.09	1858010.79	2377.780	0.0	1.400	272.43	0.087
568548.09	1858010.79	2377.780	0.0	1.500	272.43	0.087
568548.09	1858010.79	2939.960	0.0	1.929	395.299	0.52
568548.09	1858010.79	3479.540	0.0	2.340	440.026	0.52
568548.09	1858010.79	5968.110	0.0	3.968	1480.01	0.52
567072.85	1857273.17	1918.790	0.003	0.000	191.82	0.087
567072.85	1857273.17	1952.753	0.003	0.100	200.884	0.087
567072.85	1857273.17	1997.441	0.002	0.200	212.811	0.087
567072.85	1857273.17	2042.130	0.001	0.300	224.738	0.087
567072.85	1857273.17	2086.818	0.0	0.400	236.664	0.087
567072.85	1857273.17	2131.507	-0.001	0.500	248.591	0.087
567072.85	1857273.17	2176.195	-0.002	0.600	260.518	0.087
567072.85	1857273.17	2220.883	-0.002	0.700	272.444	0.087
567072.85	1857273.17	2265.572	-0.003	0.800	284.371	0.087
567072.85	1857273.17	2329.875	-0.002	0.900	298.721	0.087
567072.85	1857273.17	2394.674	-0.0	1.000	313.131	0.087
567072.85	1857273.17	2443.544	0.0	1.100	326.301	0.424
567072.85	1857273.17	2455.880	0.0	1.200	329.696	0.52
567072.85	1857273.17	2455.880	0.0	1.300	329.696	0.52
567072.85	1857273.17	2455.880	0.0	1.400	329.696	0.52
567072.85	1857273.17	2455.880	0.0	1.500	329.696	0.52
567072.85	1857273.17	3006.900	0.0	1.934	516.063	0.52
567072.85	1857273.17	3549.860	0.0	2.348	608.852	0.52
567072.85	1857273.17	5977.990	0.0	3.968	1512.6	0.52
565195.29	1855730.88	1935.850	0.003	0.000	222.902	0.087
565195.29	1855730.88	1978.051	0.003	0.100	229.842	0.087
565195.29	1855730.88	2025.119	0.003	0.200	237.582	0.087
565195.29	1855730.88	2072.188	0.003	0.300	245.323	0.087
565195.29	1855730.88	2119.257	0.003	0.400	253.063	0.087
565195.29	1855730.88	2166.326	0.003	0.500	260.803	0.087
565195.29	1855730.88	2213.394	0.003	0.600	268.544	0.087
565195.29	1855730.88	2260.463	0.003	0.700	276.284	0.087
565195.29	1855730.88	2307.532	0.003	0.800	284.025	0.087
565195.29	1855730.88	2364.327	0.001	0.900	292.102	0.087
565195.29	1855730.88	2422.629	-0.0	1.000	299.53	0.139
565195.29	1855730.88	2484.276	-0.003	1.100	303.76	0.438
565195.29	1855730.88	2501.130	-0.003	1.200	304.917	0.52
565195.29	1855730.88	2501.130	-0.003	1.300	304.917	0.52
565195.29	1855730.88	2501.130	-0.003	1.400	304.917	0.52
565195.29	1855730.88	2501.130	-0.003	1.500	304.917	0.52
565195.29	1855730.88	3188.900	0.0	1.866	616.416	0.52
565195.29	1855730.88	4814.800	0.0	3.064	1182.05	0.52
565195.29	1855730.88	5891.280	0.0	3.976	1512.41	0.52
564390.61	1854725.04	1950.730	-0.001	0.000	257.836	0.087
564390.61	1854725.04	1984.751	-0.001	0.100	261.731	0.087
564390.61	1854725.04	2030.637	-0.001	0.200	266.983	0.087
564390.61	1854725.04	2076.523	-0.001	0.300	272.236	0.087
564390.61	1854725.04	2122.409	-0.002	0.400	277.489	0.087
564390.61	1854725.04	2168.295	-0.002	0.500	282.742	0.087
564390.61	1854725.04	2214.181	-0.002	0.600	287.995	0.087
564390.61	1854725.04	2260.067	-0.002	0.700	293.248	0.087
564390.61	1854725.04	2306.992	-0.002	0.800	298.562	0.087
564390.61	1854725.04	2360.882	-0.002	0.900	304.29	0.087
564390.61	1854725.04	2414.772	-0.002	1.000	310.018	0.087
564390.61	1854725.04	2419.310	-0.002	1.100	310.5	0.087
564390.61	1854725.04	2419.310	-0.002	1.200	310.5	0.087
564390.61	1854725.04	2419.310	-0.002	1.300	310.5	0.087
564390.61	1854725.04	2419.310	-0.002	1.400	310.5	0.087
564390.61	1854725.04	2419.310	-0.002	1.500	310.5	0.087
564390.61	1854725.04	3129.560	0.0	1.862	564.669	0.52
564390.61	1854725.04	3673.290	0.0	2.308	706.903	0.52
564390.61	1854725.04	4862.240	0.0	3.064	1189.29	0.52
564390.61	1854725.04	5900.000	0.0	3.971	1513.29	0.52
574180.79	1860760.08	1845.640	0.0	0.000	168.153	0.087
574180.79	1860760.08	1878.756	0.0	0.100	170.124	0.087
574180.79	1860760.08	1920.458	0.0	0.200	172.606	0.087
574180.79	1860760.08	1962.159	0.0	0.300	175.088	0.087
574180.79	1860760.08	2003.860	0.0	0.400	177.57	0.087
574180.79	1860760.08	2045.561	0.0	0.500	180.052	0.087
574180.79	1860760.08	2087.262	0.0	0.600	182.534	0.087
574180.79	1860760.08	2128.963	0.0	0.700	185.016	0.087
574180.79	1860760.08	2167.476	0.0	0.800	182.83	0.087
574180.79	1860760.08	2204.569	0.0	0.900	178.566	0.087
574180.79	1860760.08	2241.147	0.0	1.000	175.558	0.101
574180.79	1860760.08	2273.907	0.0	1.100	181.883	0.218
574180.79	1860760.08	2306.667	0.0	1.200	188.207	0.335
574180.79	1860760.08	2339.427	0.0	1.300	194.531	0.451
574180.79	1860760.08	2358.650	0.0	1.400	198.242	0.52
574180.79	1860760.08	2358.650	0.0	1.500	198.242	0.52
574180.79	1860760.08	2664.250	0.0	1.940	315.063	0.52
574180.79	1860760.08	3739.660	0.0	2.367	1016.36	0.52
574180.79	1860760.08	5780.590	0.0	3.962	1519.93	0.52
573040.84	1860223.64	1894.070	0.0	0.000	228.143	0.087
573040.84	1860223.64	1926.614	-0.001	0.100	229.714	0.087
573040.84	1860223.64	1959.159	-0.001	0.200	231.286	0.087
573040.84	1860223.64	1991.703	-0.002	0.300	232.857	0.087
573040.84	1860223.64	2024.248	-0.002	0.400	234.428	0.087
573040.84	1860223.64	2056.792	-0.003	0.500	236.0	0.087
573040.84	1860223.64	2089.336	-0.003	0.600	237.571	0.087
573040.84	1860223.64	2121.881	-0.004	0.700	239.142	0.087
573040.84	1860223.64	2155.181	-0.004	0.800	240.706	0.087
573040.84	1860223.64	2196.275	-0.002	0.900	242.189	0.087
573040.84	1860223.64	2237.369	-0.0	1.000	243.672	0.087
573040.84	1860223.64	2291.917	0.0	1.100	245.525	0.244
573040.84	1860223.64	2347.691	0.0	1.200	247.411	0.415
573040.84	1860223.64	2382.120	0.0	1.300	248.575	0.52
573040.84	1860223.64	2382.120	0.0	1.400	248.575	0.52
573040.84	1860223.64	2382.120	0.0	1.500	248.575	0.52
573040.84	1860223.64	2835.830	0.0	1.913	350.888	0.52
573040.84	1860223.64	3777.430	0.0	2.348	935.659	0.52
573040.84	1860223.64	5843.170	0.0	3.982	1556.96	0.52
573778.45	1861028.31	1913.310	0.0	0.000	237.253	0.087
573778.45	1861028.31	1935.164	0.0	0.100	237.929	0.087
573778.45	1861028.31	1957.018	0.0	0.200	238.606	0.087
573778.45	1861028.31	1978.872	0.0	0.300	239.282	0.087
573778.45	1861028.31	2000.726	0.0	0.400	239.958	0.087
573778.45	1861028.31	2022.580	0.0	0.500	240.635	0.087
573778.45	1861028.31	2044.434	0.0	0.600	241.311	0.087
573778.45	1861028.31	2066.288	0.0	0.700	241.987	0.087
573778.45	1861028.31	2091.672	0.0	0.800	242.66	0.087
573778.45	1861028.31	2153.453	0.0	0.900	243.291	0.087
573778.45	1861028.31	2209.786	0.0	1.000	243.906	0.128
573778.45	1861028.31	2255.070	0.0	1.100	244.489	0.253
573778.45	1861028.31	2300.354	0.0	1.200	245.071	0.378
573778.45	1861028.31	2345.638	0.0	1.300	245.654	0.503
573778.45	1861028.31	2351.720	0.0	1.400	245.732	0.52
573778.45	1861028.31	2351.720	0.0	1.500	245.732	0.52
573778.45	1861028.31	2809.860	0.0	1.918	352.213	0.52
573778.45	1861028.31	3727.590	0.0	2.342	1005.04	0.52
573778.45	1861028.31	5785.970	0.0	3.962	1524.05	0.52
574583.13	1861229.48	1920.700	0.0	0.000	240.651	0.087
574583.13	1861229.48	1943.146	0.0	0.100	240.955	0.087
574583.13	1861229.48	1965.592	0.0	0.200	241.258	0.087
574583.13	1861229.48	1988.038	0.0	0.300	241.562	0.087
574583.13	1861229.48	2010.484	0.0	0.400	241.865	0.087
574583.13	1861229.48	2032.930	0.0	0.500	242.169	0.087
574583.13	1861229.48	2055.376	0.0	0.600	242.473	0.087
574583.13	1861229.48	2077.822	0.0	0.700	242.776	0.087
574583.13	1861229.48	2103.720	0.0	0.800	243.081	0.087
574583.13	1861229.48	2165.141	0.0	0.900	243.394	0.087
574583.13	1861229.48	2221.297	0.0	1.000	243.706	0.104
574583.13	1861229.48	2240.118	0.0	1.100	244.013	0.239
574583.13	1861229.48	2258.940	0.0	1.200	244.319	0.374
574583.13	1861229.48	2277.761	0.0	1.300	244.626	0.509
574583.13	1861229.48	2279.310	0.0	1.400	244.651	0.52
574583.13	1861229.48	2279.310	0.0	1.500	244.651	0.52
574583.13	1861229.48	2725.860	0.0	1.934	352.678	0.52
574583.13	1861229.48	3763.560	0.0	2.348	1030.95	0.52
574583.13	1861229.48	5778.460	0.0	3.962	1514.24	0.52
574918.41	1861229.48	1920.700	0.0	0.000	240.651	0.087
574918.41	1861229.48	1943.749	0.0	0.100	240.963	0.087
574918.41	1861229.48	1966.797	0.0	0.200	241.275	0.087
574918.41	1861229.48	1989.846	0.0	0.300	241.586	0.087
574918.41	1861229.48	2012.895	0.0	0.400	241.898	0.087
574918.41	1861229.48	2035.943	0.0	0.500	242.21	0.087
574918.41	1861229.48	2058.992	0.0	0.600	242.522	0.087
574918.41	1861229.48	2082.041	0.0	0.700	242.833	0.087
574918.41	1861229.48	2109.772	0.0	0.800	243.137	0.087
574918.41	1861229.48	2148.672	0.0	0.900	243.42	0.087
574918.41	1861229.48	2188.052	0.0	1.000	243.707	0.104
574918.41	1861229.48	2230.844	0.0	1.100	244.024	0.244
574918.41	1861229.48	2273.636	0.0	1.200	244.341	0.383
574918.41	1861229.48	2315.520	0.0	1.300	244.651	0.52
574918.41	1861229.48	2315.520	0.0	1.400	244.651	0.52
574918.41	1861229.48	2315.520	0.0	1.500	244.651	0.52
574918.41	1861229.48	2785.960	0.0	1.918	352.678	0.52
574918.41	1861229.48	3763.560	0.0	2.348	1030.95	0.52
574918.41	1861229.48	5722.220	0.0	3.945	1030.95	0.52
574583.13	1861698.87	1881.030	0.0	0.000	240.651	0.087
574583.13	1861698.87	1907.361	0.0	0.100	240.927	0.087
574583.13	1861698.87	1936.730	0.0	0.200	241.234	0.087
574583.13	1861698.87	1966.098	0.0	0.300	241.542	0.087
574583.13	1861698.87	1995.467	0.0	0.400	241.85	0.087
574583.13	1861698.87	2024.836	0.0	0.500	242.157	0.087
574583.13	1861698.87	2054.204	0.0	0.600	242.465	0.087
574583.13	1861698.87	2083.573	0.0	0.700	242.773	0.087
574583.13	1861698.87	2115.237	0.0	0.800	243.081	0.087
574583.13	1861698.87	2170.521	0.0	0.900	243.394	0.087
574583.13	1861698.87	2223.093	0.0	1.000	243.705	0.103
574583.13	1861698.87	2256.436	0.0	1.100	244.007	0.236
574583.13	1861698.87	2289.779	0.0	1.200	244.309	0.369
574583.13	1861698.87	2323.122	0.0	1.300	244.611	0.502
574583.13	1861698.87	2327.590	0.0	1.400	244.651	0.52
574583.13	1861698.87	2327.590	0.0	1.500	244.651	0.52
574583.13	1861698.87	2737.930	0.0	1.918	352.678	0.52
574583.13	1861698.87	3763.560	0.0	2.348	1030.95	0.52
574583.13	1861698.87	5732.480	0.0	3.961	1076.93	0.52
573443.17	1861095.36	1908.580	0.0	0.000	234.964	0.087
573443.17	1861095.36	1938.857	0.0	0.100	235.817	0.087
573443.17	1861095.36	1969.133	0.0	0.200	236.671	0.087
573443.17	1861095.36	1999.410	0.0	0.300	237.524	0.087
573443.17	1861095.36	2029.686	0.0	0.400	238.377	0.087
573443.17	1861095.36	2059.963	0.0	0.500	239.231	0.087
573443.17	1861095.36	2090.240	0.0	0.600	240.084	0.087
573443.17	1861095.36	2120.516	0.0	0.700	240.937	0.087
573443.17	1861095.36	2152.635	0.0	0.800	241.793	0.087
573443.17	1861095.36	2196.057	0.0	0.900	242.666	0.087
573443.17	1861095.36	2239.479	0.0	1.000	243.539	0.087
573443.17	1861095.36	2279.361	0.0	1.100	244.437	0.217
573443.17	1861095.36	2318.921	0.0	1.200	245.336	0.359
573443.17	1861095.36	2358.481	0.0	1.300	246.236	0.501
573443.17	1861095.36	2363.790	0.0	1.400	246.357	0.52
573443.17	1861095.36	2363.790	0.0	1.500	246.357	0.52
573443.17	1861095.36	2786.210	0.0	1.929	351.844	0.52
573443.17	1861095.36	3770.160	0.0	2.348	987.91	0.52
573443.17	1861095.36	5793.100	0.0	3.962	1534.02	0.52
572705.56	1860491.86	1893.330	0.0	0.000	227.786	0.087
572705.56	1860491.86	1927.810	-0.0	0.100	229.449	0.087
572705.56	1860491.86	1962.290	-0.001	0.200	231.112	0.087
572705.56	1860491.86	1996.770	-0.001	0.300	232.775	0.087
572705.56	1860491.86	2031.250	-0.002	0.400	234.437	0.087
572705.56	1860491.86	2065.730	-0.002	0.500	236.1	0.087
572705.56	1860491.86	2100.210	-0.003	0.600	237.763	0.087
572705.56	1860491.86	2134.690	-0.003	0.700	239.426	0.087
572705.56	1860491.86	2173.803	-0.003	0.800	241.022	0.087
572705.56	1860491.86	2223.976	-0.001	0.900	242.459	0.087
572705.56	1860491.86	2274.397	0.0	1.000	243.905	0.097
572705.56	1860491.86	2328.030	0.0	1.100	245.472	0.239
572705.56	1860491.86	2381.663	0.0	1.200	247.04	0.381
572705.56	1860491.86	2434.180	0.0	1.300	248.574	0.52
572705.56	1860491.86	2434.180	0.0	1.400	248.574	0.52
572705.56	1860491.86	2434.180	0.0	1.500	248.574	0.52
572705.56	1860491.86	2806.080	0.0	1.924	350.804	0.52
572705.56	1860491.86	3778.120	0.0	2.348	933.347	0.52
572705.56	1860491.86	5841.370	0.0	3.982	1559.05	0.52
572303.22	1860022.47	1888.030	0.0	0.000	225.259	0.087
572303.22	1860022.47	1932.731	-0.0	0.100	227.113	0.087
572303.22	1860022.47	1977.433	-0.001	0.200	228.967	0.087
572303.22	1860022.47	2022.134	-0.001	0.300	230.821	0.087
572303.22	1860022.47	2066.835	-0.001	0.400	232.675	0.087
572303.22	1860022.47	2111.537	-0.002	0.500	234.53	0.087
572303.22	1860022.47	2156.238	-0.002	0.600	236.384	0.087
572303.22	1860022.47	2200.939	-0.002	0.700	238.238	0.087
572303.22	1860022.47	2245.717	-0.002	0.800	240.092	0.087
572303.22	1860022.47	2293.246	-0.001	0.900	241.946	0.087
572303.22	1860022.47	2340.775	-0.0	1.000	243.8	0.087
572303.22	1860022.47	2386.914	0.0	1.100	245.654	0.223
572303.22	1860022.47	2432.937	0.0	1.200	247.509	0.37
572303.22	1860022.47	2478.960	0.0	1.300	249.363	0.517
572303.22	1860022.47	2479.880	0.0	1.400	249.4	0.52
572303.22	1860022.47	2479.880	0.0	1.500	249.4	0.52
572303.22	1860022.47	2891.840	0.0	1.918	350.441	0.52
572303.22	1860022.47	3780.510	0.0	2.348	913.949	0.52
572303.22	1860022.47	5858.630	0.0	3.982	1567.57	0.52
571900.89	1859754.24	1881.340	0.0	0.000	216.863	0.087
571900.89	1859754.24	1913.633	0.0	0.100	216.697	0.087
571900.89	1859754.24	1956.124	0.001	0.200	216.478	0.087
571900.89	1859754.24	1998.615	0.001	0.300	216.259	0.087
571900.89	1859754.24	2041.106	0.002	0.400	216.04	0.087
571900.89	1859754.24	2083.597	0.003	0.500	215.821	0.087
571900.89	1859754.24	2126.088	0.003	0.600	215.602	0.087
571900.89	1859754.24	2168.579	0.004	0.700	215.383	0.087
571900.89	1859754.24	2211.144	0.004	0.800	215.409	0.087
571900.89	1859754.24	2257.354	0.002	0.900	227.447	0.087
571900.89	1859754.24	2300.000	0.0	1.000	238.556	0.087
