XCoord	YCoord	V	A	T	DeltaV	DeltaA
566268.18	1856535.56	2109.810	-0.0	0.400	231.352	0.087
566268.18	1856535.56	2152.086	-0.001	0.500	241.894	0.087
566268.18	1856535.56	2194.363	-0.001	0.600	252.435	0.087
566268.18	1856535.56	2236.639	-0.001	0.700	262.977	0.087
566268.18	1856535.56	2279.611	-0.001	0.800	273.544	0.087
566268.18	1856535.56	2347.777	0.002	0.900	285.037	0.087
566268.18	1856535.56	2397.000	0.003	1.000	293.336	0.087
566268.18	1856535.56	2397.000	0.003	1.100	293.336	0.087
566268.18	1856535.56	2397.000	0.003	1.200	293.336	0.087
566268.18	1856535.56	2397.000	0.003	1.300	293.336	0.087
566268.18	1856535.56	2397.000	0.003	1.400	293.336	0.087
566268.18	1856535.56	2397.000	0.003	1.500	293.336	0.087
566268.18	1856535.56	3014.330	0.0	1.960	604.509	0.52
566268.18	1856535.56	5902.230	0.0	3.968	1512.12	0.52
565932.9	1857004.95	1945.700	0.0	0.000	189.832	0.087
565932.9	1857004.95	1974.866	-0.0	0.100	198.152	0.087
565932.9	1857004.95	2013.242	-0.0	0.200	209.1	0.087
565932.9	1857004.95	2051.617	-0.0	0.300	220.047	0.087
565932.9	1857004.95	2089.993	-0.0	0.400	230.995	0.087
565932.9	1857004.95	2128.369	-0.001	0.500	241.942	0.087
565932.9	1857004.95	2166.745	-0.001	0.600	252.89	0.087
565932.9	1857004.95	2205.121	-0.001	0.700	263.837	0.087
565932.9	1857004.95	2243.497	-0.001	0.800	274.785	0.087
565932.9	1857004.95	2302.603	-0.0	0.900	285.43	0.087
565932.9	1857004.95	2362.231	-0.0	1.000	296.068	0.087
565932.9	1857004.95	2433.116	0.0	1.100	307.841	0.436
565932.9	1857004.95	2449.060	0.0	1.200	310.474	0.52
565932.9	1857004.95	2449.060	0.0	1.300	310.474	0.52
565932.9	1857004.95	2449.060	0.0	1.400	310.474	0.52
565932.9	1857004.95	2449.060	0.0	1.500	310.474	0.52
565932.9	1857004.95	2962.270	0.0	1.893	571.559	0.52
565932.9	1857004.95	5907.800	0.0	3.968	1509.86	0.52
565530.57	1857004.95	1959.930	0.0	0.000	189.474	0.087
565530.57	1857004.95	1990.961	0.0	0.100	196.716	0.087
565530.57	1857004.95	2031.792	0.0	0.200	206.245	0.087
565530.57	1857004.95	2072.623	0.001	0.300	215.774	0.087
565530.57	1857004.95	2113.454	0.001	0.400	225.303	0.087
565530.57	1857004.95	2154.284	0.001	0.500	234.832	0.087
565530.57	1857004.95	2195.115	0.001	0.600	244.362	0.087
565530.57	1857004.95	2235.946	0.001	0.700	253.891	0.087
565530.57	1857004.95	2276.776	0.002	0.800	263.42	0.087
565530.57	1857004.95	2332.262	0.003	0.900	276.568	0.087
565530.57	1857004.95	2386.283	0.003	1.000	281.484	0.228
565530.57	1857004.95	2439.273	0.002	1.100	281.718	0.448
565530.57	1857004.95	2456.500	0.002	1.200	281.794	0.52
565530.57	1857004.95	2456.500	0.002	1.300	281.794	0.52
565530.57	1857004.95	2456.500	0.002	1.400	281.794	0.52
565530.57	1857004.95	2456.500	0.002	1.500	281.794	0.52
565530.57	1857004.95	3044.090	0.0	1.903	606.857	0.52
565530.57	1857004.95	5872.770	0.0	3.968	1509.44	0.52
566268.18	1855999.11	1949.670	0.0	0.000	192.077	0.087
566268.18	1855999.11	1983.617	0.0	0.100	200.409	0.087
566268.18	1855999.11	2028.283	0.0	0.200	211.372	0.087
566268.18	1855999.11	2072.950	0.001	0.300	222.336	0.087
566268.18	1855999.11	2117.617	0.001	0.400	233.299	0.087
566268.18	1855999.11	2162.283	0.001	0.500	244.262	0.087
566268.18	1855999.11	2206.950	0.001	0.600	255.225	0.087
566268.18	1855999.11	2251.616	0.001	0.700	266.189	0.087
566268.18	1855999.11	2293.707	0.002	0.800	277.086	0.087
566268.18	1855999.11	2327.771	0.001	0.900	287.777	0.087
566268.18	1855999.11	2352.370	0.001	1.000	295.498	0.087
566268.18	1855999.11	2352.370	0.001	1.100	295.498	0.087
566268.18	1855999.11	2352.370	0.001	1.200	295.498	0.087
566268.18	1855999.11	2352.370	0.001	1.300	295.498	0.087
566268.18	1855999.11	2352.370	0.001	1.400	295.498	0.087
566268.18	1855999.11	2352.370	0.001	1.500	295.498	0.087
566268.18	1855999.11	3014.330	0.0	1.924	600.167	0.52
566268.18	1855999.11	5906.490	0.0	3.968	1512.38	0.52
565932.9	1855999.11	1965.800	0.0	0.000	191.907	0.087
565932.9	1855999.11	1998.714	-0.0	0.100	200.228	0.087
565932.9	1855999.11	2042.021	-0.001	0.200	211.176	0.087
565932.9	1855999.11	2085.328	-0.002	0.300	222.125	0.087
565932.9	1855999.11	2128.636	-0.002	0.400	233.073	0.087
565932.9	1855999.11	2171.943	-0.003	0.500	244.021	0.087
565932.9	1855999.11	2215.250	-0.004	0.600	254.97	0.087
565932.9	1855999.11	2258.558	-0.004	0.700	265.918	0.087
565932.9	1855999.11	2302.048	-0.005	0.800	276.864	0.087
565932.9	1855999.11	2350.402	-0.002	0.900	287.75	0.087
565932.9	1855999.11	2398.757	-0.0	1.000	298.636	0.087
565932.9	1855999.11	2447.939	0.002	1.100	309.035	0.412
565932.9	1855999.11	2463.940	0.003	1.200	312.413	0.52
565932.9	1855999.11	2463.940	0.003	1.300	312.413	0.52
565932.9	1855999.11	2463.940	0.003	1.400	312.413	0.52
565932.9	1855999.11	2463.940	0.003	1.500	312.413	0.52
565932.9	1855999.11	3255.030	0.0	1.918	645.816	0.52
565932.9	1855999.11	5867.560	0.0	3.968	1512.24	0.52
565530.57	1856468.5	1978.160	0.0	0.000	191.247	0.087
565530.57	1856468.5	2012.430	0.001	0.100	197.952	0.087
565530.57	1856468.5	2057.521	0.001	0.200	206.774	0.087
565530.57	1856468.5	2102.613	0.002	0.300	215.596	0.087
565530.57	1856468.5	2147.704	0.003	0.400	224.418	0.087
565530.57	1856468.5	2192.796	0.004	0.500	233.24	0.087
565530.57	1856468.5	2237.887	0.004	0.600	242.062	0.087
565530.57	1856468.5	2282.979	0.005	0.700	250.884	0.087
565530.57	1856468.5	2326.535	0.005	0.800	259.706	0.087
565530.57	1856468.5	2359.793	0.002	0.900	268.528	0.087
565530.57	1856468.5	2395.542	-0.002	1.000	275.585	0.123
565530.57	1856468.5	2449.562	-0.0	1.100	269.698	0.425
565530.57	1856468.5	2466.670	0.0	1.200	267.834	0.52
565530.57	1856468.5	2466.670	0.0	1.300	267.834	0.52
565530.57	1856468.5	2466.670	0.0	1.400	267.834	0.52
565530.57	1856468.5	2466.670	0.0	1.500	267.834	0.52
565530.57	1856468.5	3051.520	0.0	1.888	654.053	0.52
565530.57	1856468.5	3886.540	0.0	2.352	905.069	0.52
565530.57	1856468.5	5830.520	0.0	3.936	1510.25	0.52
565195.29	1856535.56	1977.770	0.0	0.000	190.651	0.087
565195.29	1856535.56	2011.657	-0.0	0.100	195.571	0.087
565195.29	1856535.56	2056.246	-0.0	0.200	202.045	0.087
565195.29	1856535.56	2100.834	-0.001	0.300	208.519	0.087
565195.29	1856535.56	2145.422	-0.001	0.400	214.993	0.087
565195.29	1856535.56	2190.011	-0.001	0.500	221.467	0.087
565195.29	1856535.56	2234.599	-0.001	0.600	227.941	0.087
565195.29	1856535.56	2279.187	-0.002	0.700	234.415	0.087
565195.29	1856535.56	2324.288	-0.001	0.800	240.889	0.087
565195.29	1856535.56	2370.681	-0.001	0.900	247.363	0.087
565195.29	1856535.56	2421.156	0.0	1.000	253.972	0.132
565195.29	1856535.56	2499.321	0.0	1.100	261.493	0.479
565195.29	1856535.56	2508.560	0.0	1.200	262.382	0.52
565195.29	1856535.56	2508.560	0.0	1.300	262.382	0.52
565195.29	1856535.56	2508.560	0.0	1.400	262.382	0.52
565195.29	1856535.56	2508.560	0.0	1.500	262.382	0.52
565195.29	1856535.56	3212.330	0.0	1.866	652.441	0.52
565195.29	1856535.56	5817.210	0.0	3.936	1505.51	0.52
565530.57	1855999.11	1975.710	0.0	0.000	191.588	0.087
565530.57	1855999.11	2008.303	-0.001	0.100	198.097	0.087
565530.57	1855999.11	2051.189	-0.001	0.200	206.661	0.087
565530.57	1855999.11	2094.075	-0.002	0.300	215.226	0.087
565530.57	1855999.11	2136.961	-0.002	0.400	223.79	0.087
565530.57	1855999.11	2179.847	-0.003	0.500	232.354	0.087
565530.57	1855999.11	2222.733	-0.004	0.600	240.919	0.087
565530.57	1855999.11	2265.619	-0.004	0.700	249.483	0.087
565530.57	1855999.11	2309.473	-0.005	0.800	258.011	0.087
565530.57	1855999.11	2357.416	-0.002	0.900	266.386	0.087
565530.57	1855999.11	2405.359	-0.0	1.000	274.762	0.087
565530.57	1855999.11	2435.546	0.0	1.100	282.807	0.432
565530.57	1855999.11	2441.620	0.0	1.200	284.579	0.52
565530.57	1855999.11	2441.620	0.0	1.300	284.579	0.52
565530.57	1855999.11	2441.620	0.0	1.400	284.579	0.52
565530.57	1855999.11	2441.620	0.0	1.500	284.579	0.52
565530.57	1855999.11	3088.710	0.0	1.888	648.22	0.52
565530.57	1855999.11	5839.750	0.0	3.968	1511.09	0.52
568145.75	1858748.4	1928.410	0.0	0.000	154.105	0.087
568145.75	1858748.4	1957.379	0.0	0.100	161.84	0.087
568145.75	1858748.4	1991.666	0.001	0.200	170.995	0.087
568145.75	1858748.4	2025.954	0.001	0.300	180.15	0.087
568145.75	1858748.4	2060.242	0.002	0.400	189.305	0.087
568145.75	1858748.4	2094.530	0.003	0.500	198.46	0.087
568145.75	1858748.4	2128.818	0.003	0.600	207.615	0.087
568145.75	1858748.4	2163.106	0.004	0.700	216.77	0.087
568145.75	1858748.4	2197.393	0.004	0.800	225.925	0.087
568145.75	1858748.4	2258.863	0.001	0.900	235.172	0.087
568145.75	1858748.4	2313.650	-0.002	1.000	243.13	0.087
568145.75	1858748.4	2313.650	-0.002	1.100	243.13	0.087
568145.75	1858748.4	2313.650	-0.002	1.200	243.13	0.087
568145.75	1858748.4	2313.650	-0.002	1.300	243.13	0.087
568145.75	1858748.4	2313.650	-0.002	1.400	243.13	0.087
568145.75	1858748.4	2313.650	-0.002	1.500	243.13	0.087
568145.75	1858748.4	2806.080	0.0	1.758	361.158	0.52
568145.75	1858748.4	3525.810	0.0	2.320	529.974	0.52
568145.75	1858748.4	5894.320	0.0	3.960	1460.06	0.52
565195.29	1855999.11	1943.290	0.0	0.000	207.863	0.087
565195.29	1855999.11	1988.497	-0.0	0.100	214.638	0.087
565195.29	1855999.11	2036.168	-0.0	0.200	221.783	0.087
565195.29	1855999.11	2083.840	-0.0	0.300	228.928	0.087
565195.29	1855999.11	2131.512	-0.0	0.400	236.073	0.087
565195.29	1855999.11	2179.184	-0.001	0.500	243.218	0.087
565195.29	1855999.11	2226.856	-0.001	0.600	250.362	0.087
565195.29	1855999.11	2274.528	-0.001	0.700	257.507	0.087
565195.29	1855999.11	2322.057	-0.001	0.800	264.597	0.087
565195.29	1855999.11	2369.115	-0.0	0.900	271.508	0.087
565195.29	1855999.11	2416.173	-0.0	1.000	278.418	0.087
565195.29	1855999.11	2479.691	0.0	1.100	285.575	0.402
565195.29	1855999.11	2501.130	0.0	1.200	287.914	0.52
565195.29	1855999.11	2501.130	0.0	1.300	287.914	0.52
565195.29	1855999.11	2501.130	0.0	1.400	287.914	0.52
565195.29	1855999.11	2501.130	0.0	1.500	287.914	0.52
565195.29	1855999.11	3203.030	0.0	1.866	635.805	0.52
565195.29	1855999.11	4767.500	0.0	3.064	1164.93	0.52
565195.29	1855999.11	5857.400	0.0	3.976	1510.19	0.52
565530.57	1855730.88	1943.290	0.0	0.000	205.718	0.087
565530.57	1855730.88	1974.123	-0.0	0.100	211.935	0.087
565530.57	1855730.88	2022.449	-0.0	0.200	221.679	0.087
565530.57	1855730.88	2070.776	-0.0	0.300	231.423	0.087
565530.57	1855730.88	2119.102	-0.0	0.400	241.167	0.087
565530.57	1855730.88	2167.429	-0.001	0.500	250.911	0.087
565530.57	1855730.88	2215.755	-0.001	0.600	260.655	0.087
565530.57	1855730.88	2264.082	-0.001	0.700	270.399	0.087
565530.57	1855730.88	2312.424	-0.001	0.800	280.073	0.087
565530.57	1855730.88	2361.354	-0.0	0.900	287.239	0.087
565530.57	1855730.88	2410.285	-0.0	1.000	294.405	0.087
565530.57	1855730.88	2438.377	0.0	1.100	303.702	0.473
565530.57	1855730.88	2441.620	0.0	1.200	304.811	0.52
565530.57	1855730.88	2441.620	0.0	1.300	304.811	0.52
565530.57	1855730.88	2441.620	0.0	1.400	304.811	0.52
565530.57	1855730.88	2441.620	0.0	1.500	304.811	0.52
565530.57	1855730.88	3103.590	0.0	1.888	626.243	0.52
565530.57	1855730.88	5869.590	0.0	3.968	1511.4	0.52
565530.57	1855529.72	1973.040	0.0	0.000	214.569	0.087
565530.57	1855529.72	2002.053	-0.0	0.100	220.941	0.087
565530.57	1855529.72	2044.119	-0.001	0.200	230.179	0.087
565530.57	1855529.72	2086.184	-0.001	0.300	239.418	0.087
565530.57	1855529.72	2128.250	-0.001	0.400	248.656	0.087
565530.57	1855529.72	2170.315	-0.002	0.500	257.895	0.087
565530.57	1855529.72	2212.381	-0.002	0.600	267.133	0.087
565530.57	1855529.72	2254.446	-0.002	0.700	276.371	0.087
565530.57	1855529.72	2302.008	-0.002	0.800	285.717	0.087
565530.57	1855529.72	2374.409	-0.001	0.900	295.548	0.087
565530.57	1855529.72	2435.795	0.0	1.000	305.095	0.14
565530.57	1855529.72	2445.053	0.0	1.100	313.299	0.442
565530.57	1855529.72	2447.460	0.0	1.200	315.432	0.52
565530.57	1855529.72	2447.460	0.0	1.300	315.432	0.52
565530.57	1855529.72	2447.460	0.0	1.400	315.432	0.52
565530.57	1855529.72	2447.460	0.0	1.500	315.432	0.52
565530.57	1855529.72	3066.400	0.0	1.903	613.675	0.52
565530.57	1855529.72	5887.640	0.0	3.968	1511.78	0.52
565932.9	1855529.72	1928.410	0.0	0.000	200.986	0.087
565932.9	1855529.72	1966.681	0.0	0.100	208.849	0.087
565932.9	1855529.72	2014.933	0.0	0.200	218.762	0.087
565932.9	1855529.72	2063.186	0.0	0.300	228.676	0.087
565932.9	1855529.72	2111.438	0.0	0.400	238.59	0.087
565932.9	1855529.72	2159.690	0.0	0.500	248.503	0.087
565932.9	1855529.72	2207.942	0.0	0.600	258.417	0.087
565932.9	1855529.72	2256.195	0.0	0.700	268.33	0.087
565932.9	1855529.72	2304.447	0.0	0.800	278.244	0.087
565932.9	1855529.72	2362.077	0.0	0.900	289.357	0.087
565932.9	1855529.72	2424.880	0.0	1.000	300.285	0.141
565932.9	1855529.72	2499.458	0.0	1.100	308.71	0.451
565932.9	1855529.72	2516.000	0.0	1.200	310.579	0.52
565932.9	1855529.72	2516.000	0.0	1.300	310.579	0.52
565932.9	1855529.72	2516.000	0.0	1.400	310.579	0.52
565932.9	1855529.72	2516.000	0.0	1.500	310.579	0.52
565932.9	1855529.72	3202.760	0.0	1.866	625.012	0.52
565932.9	1855529.72	5874.710	0.0	3.968	1513.39	0.52
564792.95	1856535.56	1943.290	0.0	0.000	198.835	0.087
564792.95	1856535.56	1975.270	-0.001	0.100	202.883	0.087
564792.95	1856535.56	2025.395	-0.001	0.200	209.228	0.087
564792.95	1856535.56	2075.520	-0.002	0.300	215.573	0.087
564792.95	1856535.56	2125.645	-0.003	0.400	221.918	0.087
564792.95	1856535.56	2175.770	-0.004	0.500	228.264	0.087
564792.95	1856535.56	2225.895	-0.005	0.600	234.609	0.087
564792.95	1856535.56	2276.020	-0.006	0.700	240.954	0.087
564792.95	1856535.56	2325.933	-0.006	0.800	247.291	0.087
564792.95	1856535.56	2373.348	-0.003	0.900	253.536	0.087
564792.95	1856535.56	2420.764	-0.0	1.000	259.78	0.087
564792.95	1856535.56	2480.756	0.0	1.100	265.019	0.357
564792.95	1856535.56	2516.000	0.0	1.200	268.058	0.52
564792.95	1856535.56	2516.000	0.0	1.300	268.058	0.52
564792.95	1856535.56	2516.000	0.0	1.400	268.058	0.52
564792.95	1856535.56	2516.000	0.0	1.500	268.058	0.52
564792.95	1856535.56	3088.710	0.0	1.888	639.322	0.52
564792.95	1856535.56	5814.190	0.0	3.936	1499.17	0.52
565195.29	1855529.72	1950.730	0.0	0.000	227.959	0.087
565195.29	1855529.72	1988.358	0.001	0.100	233.46	0.087
565195.29	1855529.72	2042.913	0.001	0.200	241.436	0.087
565195.29	1855529.72	2097.469	0.002	0.300	249.412	0.087
565195.29	1855529.72	2152.024	0.003	0.400	257.388	0.087
565195.29	1855529.72	2206.579	0.004	0.500	265.364	0.087
565195.29	1855529.72	2261.135	0.004	0.600	273.341	0.087
565195.29	1855529.72	2315.690	0.005	0.700	281.317	0.087
565195.29	1855529.72	2368.275	0.005	0.800	289.331	0.087
565195.29	1855529.72	2412.528	0.002	0.900	297.508	0.087
565195.29	1855529.72	2457.424	0.0	1.000	305.518	0.141
565195.29	1855529.72	2505.366	0.0	1.100	312.736	0.451
565195.29	1855529.72	2516.000	0.0	1.200	314.337	0.52
565195.29	1855529.72	2516.000	0.0	1.300	314.337	0.52
565195.29	1855529.72	2516.000	0.0	1.400	314.337	0.52
565195.29	1855529.72	2516.000	0.0	1.500	314.337	0.52
565195.29	1855529.72	3182.560	0.0	1.866	607.054	0.52
565195.29	1855529.72	4810.160	0.0	3.064	1172.54	0.52
565195.29	1855529.72	5903.950	0.0	3.976	1512.69	0.52
564792.95	1855529.72	1958.160	0.0	0.000	233.768	0.087
564792.95	1855529.72	1990.524	0.0	0.100	238.595	0.087
564792.95	1855529.72	2037.446	0.0	0.200	245.594	0.087
564792.95	1855529.72	2084.369	0.0	0.300	252.593	0.087
564792.95	1855529.72	2131.292	0.0	0.400	259.593	0.087
564792.95	1855529.72	2178.214	0.0	0.500	266.592	0.087
564792.95	1855529.72	2225.137	0.0	0.600	273.591	0.087
564792.95	1855529.72	2272.060	0.0	0.700	280.59	0.087
564792.95	1855529.72	2322.426	0.0	0.800	287.551	0.087
564792.95	1855529.72	2378.000	0.0	0.900	294.456	0.087
564792.95	1855529.72	2429.700	0.0	1.000	301.418	0.124
564792.95	1855529.72	2453.730	0.0	1.100	308.794	0.424
564792.95	1855529.72	2461.420	0.0	1.200	311.154	0.52
564792.95	1855529.72	2461.420	0.0	1.300	311.154	0.52
564792.95	1855529.72	2461.420	0.0	1.400	311.154	0.52
564792.95	1855529.72	2461.420	0.0	1.500	311.154	0.52
564792.95	1855529.72	2977.150	0.0	1.882	606.88	0.52
564792.95	1855529.72	4852.410	0.0	3.064	1198.64	0.52
564792.95	1855529.72	5907.080	0.0	3.976	1512.69	0.52
564390.61	1855730.88	1935.850	0.0	0.000	230.423	0.087
564390.61	1855730.88	1970.627	-0.0	0.100	234.937	0.087
564390.61	1855730.88	2021.048	-0.0	0.200	241.481	0.087
564390.61	1855730.88	2071.469	-0.001	0.300	248.025	0.087
564390.61	1855730.88	2121.890	-0.001	0.400	254.57	0.087
564390.61	1855730.88	2172.311	-0.001	0.500	261.114	0.087
564390.61	1855730.88	2222.732	-0.001	0.600	267.658	0.087
564390.61	1855730.88	2273.153	-0.001	0.700	274.202	0.087
564390.61	1855730.88	2323.307	-0.002	0.800	280.73	0.087
564390.61	1855730.88	2363.793	-0.001	0.900	286.663	0.087
564390.61	1855730.88	2404.279	-0.0	1.000	292.595	0.087
564390.61	1855730.88	2496.011	0.0	1.100	298.499	0.359
564390.61	1855730.88	2545.750	0.0	1.200	301.332	0.52
564390.61	1855730.88	2545.750	0.0	1.300	301.332	0.52
564390.61	1855730.88	2545.750	0.0	1.400	301.332	0.52
564390.61	1855730.88	2545.750	0.0	1.500	301.332	0.52
564390.61	1855730.88	3183.100	0.0	1.866	613.545	0.52
564390.61	1855730.88	4851.310	0.0	3.064	1202.52	0.52
564390.61	1855730.88	5894.530	0.0	3.976	1511.84	0.52
564390.61	1855261.49	1943.290	0.0	0.000	243.065	0.087
564390.61	1855261.49	1972.645	0.0	0.100	246.154	0.087
564390.61	1855261.49	2027.558	0.001	0.200	251.934	0.087
564390.61	1855261.49	2082.471	0.001	0.300	257.713	0.087
564390.61	1855261.49	2137.384	0.001	0.400	263.492	0.087
564390.61	1855261.49	2192.296	0.002	0.500	269.271	0.087
564390.61	1855261.49	2247.209	0.002	0.600	275.051	0.087
564390.61	1855261.49	2302.122	0.002	0.700	280.83	0.087
564390.61	1855261.49	2357.035	0.002	0.800	286.699	0.087
564390.61	1855261.49	2411.945	0.001	0.900	295.83	0.087
564390.61	1855261.49	2460.340	-0.001	1.000	303.877	0.087
564390.61	1855261.49	2460.340	-0.001	1.100	303.877	0.087
564390.61	1855261.49	2460.340	-0.001	1.200	303.877	0.087
564390.61	1855261.49	2460.340	-0.001	1.300	303.877	0.087
564390.61	1855261.49	2460.340	-0.001	1.400	303.877	0.087
564390.61	1855261.49	2460.340	-0.001	1.500	303.877	0.087
564390.61	1855261.49	3014.330	0.0	1.888	590.099	0.52
564390.61	1855261.49	4862.210	0.0	3.064	1196.3	0.52
564390.61	1855261.49	5914.880	0.0	3.976	1512.39	0.52
564055.33	1855261.49	1965.600	0.0	0.000	244.159	0.087
564055.33	1855261.49	2006.980	-0.0	0.100	250.423	0.087
564055.33	1855261.49	2059.153	-0.001	0.200	258.32	0.087
564055.33	1855261.49	2111.326	-0.001	0.300	266.217	0.087
564055.33	1855261.49	2163.498	-0.001	0.400	274.114	0.087
564055.33	1855261.49	2215.671	-0.002	0.500	282.011	0.087
564055.33	1855261.49	2268.676	-0.002	0.600	286.988	0.087
564055.33	1855261.49	2322.454	-0.002	0.700	289.25	0.087
564055.33	1855261.49	2376.233	-0.002	0.800	291.512	0.087
564055.33	1855261.49	2430.011	-0.002	0.900	293.775	0.087
564055.33	1855261.49	2483.789	-0.002	1.000	296.037	0.087
564055.33	1855261.49	2532.760	-0.001	1.100	298.097	0.087
564055.33	1855261.49	2532.760	-0.001	1.200	298.097	0.087
564055.33	1855261.49	2532.760	-0.001	1.300	298.097	0.087
564055.33	1855261.49	2532.760	-0.001	1.400	298.097	0.087
564055.33	1855261.49	2532.760	-0.001	1.500	298.097	0.087
564055.33	1855261.49	3029.210	0.0	1.877	589.792	0.52
564055.33	1855261.49	4863.900	0.0	3.064	1200.04	0.52
564055.33	1855261.49	5900.820	0.0	3.976	1512.27	0.52
564792.95	1854523.88	1973.040	0.0	0.000	258.812	0.087
564792.95	1854523.88	2013.348	-0.001	0.100	264.168	0.087
564792.95	1854523.88	2058.306	-0.002	0.200	270.142	0.087
564792.95	1854523.88	2103.264	-0.003	0.300	276.115	0.087
564792.95	1854523.88	2148.221	-0.004	0.400	282.089	0.087
564792.95	1854523.88	2193.179	-0.005	0.500	288.063	0.087
564792.95	1854523.88	2238.137	-0.006	0.600	294.037	0.087
564792.95	1854523.88	2283.095	-0.007	0.700	300.01	0.087
564792.95	1854523.88	2332.304	-0.007	0.800	306.378	0.087
564792.95	1854523.88	2410.029	-0.0	0.900	315.386	0.087
564792.95	1854523.88	2486.250	0.006	1.000	324.22	0.087
564792.95	1854523.88	2486.250	0.006	1.100	324.22	0.087
564792.95	1854523.88	2486.250	0.006	1.200	324.22	0.087
564792.95	1854523.88	2486.250	0.006	1.300	324.22	0.087
564792.95	1854523.88	2486.250	0.006	1.400	324.22	0.087
564792.95	1854523.88	2486.250	0.006	1.500	324.22	0.087
564792.95	1854523.88	3021.770	0.0	1.882	559.141	0.52
564792.95	1854523.88	3628.830	0.0	2.308	668.682	0.52
564792.95	1854523.88	4853.940	0.0	3.064	1178.56	0.52
564792.95	1854523.88	5914.100	0.0	3.972	1512.98	0.52
564055.33	1854725.04	1973.040	0.0	0.000	256.305	0.087
564055.33	1854725.04	2003.848	-0.0	0.100	259.952	0.087
564055.33	1854725.04	2048.517	-0.0	0.200	265.241	0.087
564055.33	1854725.04	2093.185	-0.0	0.300	270.529	0.087
564055.33	1854725.04	2137.853	-0.0	0.400	275.817	0.087
564055.33	1854725.04	2182.522	-0.001	0.500	281.105	0.087
564055.33	1854725.04	2227.190	-0.001	0.600	286.394	0.087
564055.33	1854725.04	2271.858	-0.001	0.700	291.682	0.087
564055.33	1854725.04	2316.527	-0.001	0.800	296.97	0.087
564055.33	1854725.04	2390.857	0.001	0.900	302.702	0.087
564055.33	1854725.04	2463.940	0.003	1.000	308.088	0.087
564055.33	1854725.04	2463.940	0.003	1.100	308.088	0.087
564055.33	1854725.04	2463.940	0.003	1.200	308.088	0.087
564055.33	1854725.04	2463.940	0.003	1.300	308.088	0.087
564055.33	1854725.04	2463.940	0.003	1.400	308.088	0.087
564055.33	1854725.04	2463.940	0.003	1.500	308.088	0.087
564055.33	1854725.04	3044.090	0.0	1.846	569.207	0.52
564055.33	1854725.04	3701.020	0.0	2.308	732.81	0.52
564055.33	1854725.04	4865.720	0.0	3.064	1195.12	0.52
564055.33	1854725.04	5890.900	0.0	3.972	1513.04	0.52
563653.0	1855261.49	1958.160	0.0	0.000	244.453	0.087
563653.0	1855261.49	1998.648	-0.0	0.100	250.037	0.087
563653.0	1855261.49	2053.257	-0.001	0.200	257.567	0.087
563653.0	1855261.49	2107.865	-0.001	0.300	265.098	0.087
563653.0	1855261.49	2162.473	-0.001	0.400	272.629	0.087
563653.0	1855261.49	2217.082	-0.001	0.500	280.16	0.087
563653.0	1855261.49	2271.018	-0.002	0.600	287.282	0.087
563653.0	1855261.49	2317.373	-0.001	0.700	289.794	0.087
563653.0	1855261.49	2363.729	-0.001	0.800	292.306	0.087
563653.0	1855261.49	2410.085	-0.001	0.900	294.818	0.087
563653.0	1855261.49	2456.440	-0.0	1.000	297.331	0.087
563653.0	1855261.49	2472.410	0.0	1.100	298.196	0.087
563653.0	1855261.49	2472.410	0.0	1.200	298.196	0.087
563653.0	1855261.49	2472.410	0.0	1.300	298.196	0.087
563653.0	1855261.49	2472.410	0.0	1.400	298.196	0.087
563653.0	1855261.49	2472.410	0.0	1.500	298.196	0.087
563653.0	1855261.49	3058.960	0.0	1.898	590.434	0.52
563653.0	1855261.49	4864.320	0.0	3.064	1203.03	0.52
563653.0	1855261.49	5888.860	0.0	3.976	1512.23	0.52
563653.0	1854725.04	1980.480	0.0	0.000	254.222	0.087
563653.0	1854725.04	2007.362	-0.0	0.100	257.104	0.087
563653.0	1854725.04	2057.651	-0.001	0.200	262.495	0.087
563653.0	1854725.04	2107.939	-0.001	0.300	267.887	0.087
563653.0	1854725.04	2158.227	-0.001	0.400	273.278	0.087
563653.0	1854725.04	2208.515	-0.002	0.500	278.669	0.087
563653.0	1854725.04	2258.803	-0.002	0.600	284.061	0.087
563653.0	1854725.04	2309.091	-0.002	0.700	289.452	0.087
563653.0	1854725.04	2358.341	-0.002	0.800	294.766	0.087
563653.0	1854725.04	2401.183	-0.001	0.900	299.603	0.087
563653.0	1854725.04	2444.025	-0.0	1.000	304.44	0.087
563653.0	1854725.04	2456.500	0.0	1.100	305.848	0.087
563653.0	1854725.04	2456.500	0.0	1.200	305.848	0.087
563653.0	1854725.04	2456.500	0.0	1.300	305.848	0.087
563653.0	1854725.04	2456.500	0.0	1.400	305.848	0.087
563653.0	1854725.04	2456.500	0.0	1.500	305.848	0.087
563653.0	1854725.04	3103.590	0.0	1.877	573.863	0.52
563653.0	1854725.04	3719.440	0.0	2.308	752.445	0.52
563653.0	1854725.04	4866.340	0.0	3.064	1199.02	0.52
563653.0	1854725.04	5881.890	0.0	3.972	1512.58	0.52
564055.33	1854255.65	1965.600	0.0	0.000	262.635	0.087
564055.33	1854255.65	1996.386	-0.001	0.100	266.27	0.087
564055.33	1854255.65	2041.021	-0.002	0.200	271.54	0.087
564055.33	1854255.65	2085.657	-0.003	0.300	276.81	0.087
564055.33	1854255.65	2130.292	-0.004	0.400	282.08	0.087
